condition_name,section,content,source_url,source_path
Kidney infection,what_happens_at_your_gp_appointment,"Your GP will ask about your symptoms and recent medical history.

They will do a pee test to see if you have a UTI.

Your GP may refer you to a doctor who specialises in the urinary system (urologist).",https://www2.hse.ie/conditions/kidney-infection/#what-happens-at-your-gp-appointment,/conditions/kidney-infection/
Kidney infection,treatment,"Most kidney infections need fast treatment with antibiotics. This is to stop the infection from damaging the kidneys or spreading to the bloodstream. You may also need painkillers.

If your symptoms are severe or get worse, you may need to get antibiotics through a drip. You need to stay in a hospital for this treatment.

After taking antibiotics, you should feel better after about 2 weeks.

Treating a kidney infection",https://www2.hse.ie/conditions/kidney-infection/#treatment-for-kidney-infection,/conditions/kidney-infection/
Kidney infection,causes,"A kidney infection can happen after bacteria get into the tube that carries pee out of your body (urethra).

E. coli bacteria normally live in your bowel and cause no harm. They can get into your urethra during sex or when you wipe your bottom after you pee or poo.

From the urethra, the bacteria can:

- get into the bladder - this causes cystitis
- travel from the bladder to the kidneys - this causes a kidney infection

Most people with cystitis do not get a kidney infection.

A kidney infection can sometimes develop without a bladder infection.

For example, if you have:

- a problem with your kidney, such as kidney stones
- diabetes
- a weakened immune system",https://www2.hse.ie/conditions/kidney-infection/#causes-of-kidney-infection,/conditions/kidney-infection/
Kidney infection,people_most_at_risk_of_kidney_infections,"Kidney infections can happen at any age.

They are most common in women and people with a female urinary system. The female urethra is shorter than the male urethra. This makes it more likely for bacteria to reach the bladder or kidneys.

Younger women are most at risk because they tend to be more sexually active. Having frequent sex increases the chances of getting a kidney infection.

Some people are more likely to develop a kidney infection if they have a kidney disorder, such as:

- a blockage to the flow of pee from the kidney
- urinary reflux - where pee flows up from the bladder to the kidneys",https://www2.hse.ie/conditions/kidney-infection/#people-most-at-risk-of-kidney-infections,/conditions/kidney-infection/
Kidney infection,prevention,"The best way to prevent a kidney infection is to keep your bladder and urethra free from bacteria.

If you keep getting UTIs, your GP may prescribe you a low dose of antibiotics. This may help to prevent the infection returning. It may also prevent any infection spreading to the kidneys.",https://www2.hse.ie/conditions/kidney-infection/#preventing-kidney-infections,/conditions/kidney-infection/
Kidney stones,symptoms,"Small kidney stones may not cause symptoms. They may pass out of your body when you pee.

Larger stones may block part of the urinary system, such as the:

- ureter, the tube that connects the kidney to the bladder
- urethra, the tube where pee leaves your body - this is rare

A blockage can cause severe pain in the abdomen or groin. It can sometimes cause a urinary tract infection (UTI) .

Symptoms of kidney stones",https://www2.hse.ie/conditions/kidney-stones/#symptoms-of-kidney-stones,/conditions/kidney-stones/
Kidney stones,causes,"Waste products in the blood can form crystals that collect inside the kidneys. Over time, the crystals may build up to form a hard stone-like lump.

This is more likely to happen if you:

- do not drink enough fluids
- take certain types of medicines
- have a condition that raises the levels of certain substances in your pee

Causes of kidney stones",https://www2.hse.ie/conditions/kidney-stones/#causes-of-kidney-stones,/conditions/kidney-stones/
Kidney stones,treatment_of_kidney_stones,"Most kidney stones are small enough to pass out in your pee. It may be possible to treat the symptoms at home with medicines.

You may need treatment in hospital in some cases, such as:

- ultrasound or laser treatment to break up larger stones
- keyhole surgery to remove very large kidney stones

Treating kidney stones",https://www2.hse.ie/conditions/kidney-stones/#treatment-of-kidney-stones,/conditions/kidney-stones/
Kidney stones,prevention,"To avoid getting kidney stones, drink plenty of water every day so you do not become dehydrated. Drinking enough water keeps your pee diluted (clear). This stops waste products from forming into kidney stones.

If you had kidney stones, you are more likely to get them again. Around 1 in 2 people who have kidney stones get them again within 5 years.

Preventing kidney stones",https://www2.hse.ie/conditions/kidney-stones/#preventing-kidney-stones,/conditions/kidney-stones/
Kidney stones,the_kidneys,"The kidneys are 2 bean-shaped organs that are around 10cm (4 inches) long. They are just below your ribcage on either side of the spine.

The kidneys remove waste products from the blood. The clean blood goes back into the body. The waste products leave the body in your pee.",https://www2.hse.ie/conditions/kidney-stones/#the-kidneys,/conditions/kidney-stones/
Leg cramps during pregnancy,causes,"There is no specific cause of leg cramps.

They may happen for several reasons.

For example:

- changes to your blood and circulation
- tiredness in your leg muscles

Causes of leg cramps",https://www2.hse.ie/conditions/leg-cramps-pregnancy/#causes-of-leg-cramps-during-pregnancy,/conditions/leg-cramps-pregnancy/
Leg cramps during pregnancy,what_to_do_during_a_leg_cramp,"It may help to ease a cramp if you:

- gently pull your toes upwards - you will get a better stretch if your knee is straight
- rub the muscle hard

After the cramp has stopped, the muscle might feel sore for up to 24 hours.",https://www2.hse.ie/conditions/leg-cramps-pregnancy/#what-to-do-during-a-leg-cramp,/conditions/leg-cramps-pregnancy/
Leg cramps during pregnancy,prevention,You cannot completely prevent leg cramps in pregnancy. But there are things you can do that might help.,https://www2.hse.ie/conditions/leg-cramps-pregnancy/#preventing-leg-cramps,/conditions/leg-cramps-pregnancy/
Leg cramps,check_if_its_leg_cramps,"Leg cramps happen when a muscle in the leg shortens and causes a sudden pain that can make it hard to move.

The cramps can last from a few seconds to 10 minutes.

They can affect the:

- calf muscle, below the knee at the back of the leg
- muscles in the feet or the thighs (less often)

After the cramp has stopped, the muscle might feel sore for up to 24 hours.",https://www2.hse.ie/conditions/leg-cramps/#check-if-its-leg-cramps,/conditions/leg-cramps/
Leg cramps,causes,"Leg cramps can sometimes be caused by:

- ageing
- putting too much strain on muscles during exercise, which can be worse in hot or humid weather
- pregnancy (usually in the later stage)
- certain medicines, for example medicine for lowering cholesterol ( statins ) or high blood pressure ( diuretics )
- not drinking enough fluids ( dehydration )
- liver disease caused by drinking too much alcohol

The reason for some cramps is unknown.",https://www2.hse.ie/conditions/leg-cramps/#causes-of-leg-cramps,/conditions/leg-cramps/
Leg cramps,things_you_can_do_yourself,"There are things you can do to help ease and prevent leg cramps.

During a cramp
Stretching and massaging the muscle may ease the pain during a cramp. Most cramps go away without you doing anything.
Paracetamol or ibuprofen can help to ease muscle soreness after a cramp. They will not help when it's happening because they take too long to work.

Stretching and massaging the muscle may ease the pain during a cramp. Most cramps go away without you doing anything.

Paracetamol or ibuprofen can help to ease muscle soreness after a cramp. They will not help when it's happening because they take too long to work.

Preventing cramps
Regularly stretching your calf muscles may help to reduce leg cramps. But it may not completely stop them from happening.

Regularly stretching your calf muscles may help to reduce leg cramps. But it may not completely stop them from happening.",https://www2.hse.ie/conditions/leg-cramps/#things-you-can-do-yourself,/conditions/leg-cramps/
Leg cramps,treatment,"Your GP will try to find out the reason for your leg cramps.

They will suggest a treatment depending on the cause.

This might be:

- stretching exercises
- quinine tablets if exercise has not helped

Quinine is not suitable for everyone. Your GP will discuss potential risks and side effects with you.",https://www2.hse.ie/conditions/leg-cramps/#treatment-for-leg-cramps,/conditions/leg-cramps/
Legionnaires' disease,how_you_get_legionnaires_disease,"It's usually caught in places where water has the potential to stagnate, such as hotels, hospitals or offices, and the bacteria has got into the water supply.

Stagnant water is water that is not moving or flowing.

You can catch it from things like:

- air conditioning systems
- humidifiers
- spa pools and hot tubs
- showers, taps and toilets
- compost, potting mix and any form of soil or dirt in warmer countries

It's rare to catch it at home.",https://www2.hse.ie/conditions/legionnaires-disease/#how-you-get-legionnaires-disease,/conditions/legionnaires-disease/
Legionnaires' disease,check_if_you_have_legionnaires_disease,"Legionnaires' disease usually starts with flu-like symptoms .

This includes:

- fever
- tiredness
- headache
- muscle pains

This is followed by:

- a cough
- difficulty breathing
- chest pain
- a high temperature",https://www2.hse.ie/conditions/legionnaires-disease/#check-if-you-have-legionnaires-disease,/conditions/legionnaires-disease/
Legionnaires' disease,treatment,"You may need to go into hospital if you're diagnosed with Legionnaires' disease.

Treatment in hospital may include:

- antibiotics directly into a vein
- oxygen through a face mask or tubes in your nose
- a machine to help you breathe

When you start to get better you might be able to take antibiotic tablets at home for 1 to 3 weeks.

Most people make a full recovery, but it might take a few weeks to feel back to normal.",https://www2.hse.ie/conditions/legionnaires-disease/#treatment-for-legionnaires-disease,/conditions/legionnaires-disease/
Legionnaires' disease,prevention,"The best way to prevent Legionnaires' disease is by taking proper care of any water supply where the bacteria can grow.

Let water run through shower heads or taps that are not in use once a week for at least 5-10 minutes.

The water that runs through should be a temperature of:

- 50 degrees Celsius or higher for hot water taps
- 20 degrees Celsius or lower for cold water taps

This is because the bacteria that causes Legionnaires' disease grows best in water temperatures between 20 and 45 degrees Celsius.",https://www2.hse.ie/conditions/legionnaires-disease/#preventing-legionnaires-disease,/conditions/legionnaires-disease/
Listeriosis,how_you_get_listeriosis,"Listeriosis is usually caused by eating food contaminated with listeria bacteria.

Listeria can contaminate a wide range of foods, but most infections are caused by eating chilled, ready-to-eat foods, such as:

- cold, cooked sliced meats and cured meats
- smoked and cured fish - including in sushi
- cooked shellfish
- soft mould-ripened cheeses (such as camembert and brie) and blue-veined cheeses
- pâté
- pre-prepared sandwiches and salads
- pre-cut fruit (such as pre-packed melon slices)
- unpasteurised milk
- dairy products made from unpasteurised milk",https://www2.hse.ie/conditions/listeriosis/#how-you-get-listeriosis,/conditions/listeriosis/
Listeriosis,symptoms,"In most people, listeriosis has no symptoms or only causes mild symptoms for a few days, such as:

- a high temperature
- aches and pains
- chills
- feeling or being sick
- diarrhoea

If you're pregnant, you may also have a stomach ache or notice your baby moving less than usual.

Babies with listeriosis may also be irritable and feed less than usual.",https://www2.hse.ie/conditions/listeriosis/#symptoms-of-listeriosis,/conditions/listeriosis/
Listeriosis,risks_of_listeriosis,"Listeriosis is not usually serious for most people.

But some people have a higher risk of serious problems, including:

- pregnant women
- newborn babies
- people with a condition that weakens their immune system, such as cancer, diabetes, liver disease or kidney disease
- people having treatment that weakens their immune system, such as chemotherapy or steroid tablets

Older people are also at higher risk of getting seriously ill from listeriosis, and this risk increases with age.

If you get listeriosis while you're pregnant, there is a risk it could cause miscarriage or stillbirth .

In babies and people with a weakened immune system, listeriosis can sometimes lead to serious and life-threatening problems such as sepsis or meningitis .",https://www2.hse.ie/conditions/listeriosis/#risks-of-listeriosis,/conditions/listeriosis/
Listeriosis,treatment,"For most people, listeriosis is mild and gets better in a few days.

You can usually look after yourself at home by resting and drinking plenty of fluids.

If you're at a higher risk of getting seriously ill (for example, you're pregnant or have a weakened immune system), you may need antibiotics.

Find out how to treat diarrhoea and vomiting",https://www2.hse.ie/conditions/listeriosis/#treatment-for-listeriosis,/conditions/listeriosis/
Listeriosis,how_to_avoid_listeriosis,There are some simple things you can do to reduce your risk of getting listeriosis.,https://www2.hse.ie/conditions/listeriosis/#how-to-avoid-listeriosis,/conditions/listeriosis/
Lost or changed sense of smell,causes,"Changes in sense of smell are most often caused by:

- a cold or flu
- sinusitis (sinus infection)
- an allergy, such as hay fever
- growths in your nose (nasal polyps)
- COVID-19 (coronavirus)

These can cause:

- loss of smell (anosmia)
- smelling things that are not there (phantosmia), like smoke or burnt toast
- reduced sense of smell (hyposmia)
- your sense of smell to change (parosmia)

It's also common to lose some of your sense of smell as you get older.",https://www2.hse.ie/conditions/lost-or-changed-sense-of-smell/#causes-of-lost-or-changed-sense-of-smell,/conditions/lost-or-changed-sense-of-smell/
Lost or changed sense of smell,cleaning_inside_your_nose_can_help,"If your sense of smell is affected by an infection or allergy, rinsing the inside of your nose may help. Rinse up to 3 times a day with a salt water solution.

You can make a salt water solution at home.",https://www2.hse.ie/conditions/lost-or-changed-sense-of-smell/#cleaning-inside-your-nose-can-help,/conditions/lost-or-changed-sense-of-smell/
Lost or changed sense of smell,treatment,"Your sense of smell may go back to normal in a few weeks or months.

Treating the cause might help. For example, steroid nasal sprays or drops might help if you have sinusitis or nasal polyps.

A treatment called smell training can also help some people.

Sometimes changes in sense of smell cannot be treated and may be permanent.

Smell training - abscent.org

SmellAbility toolbox - fifthsense.org.uk",https://www2.hse.ie/conditions/lost-or-changed-sense-of-smell/#treatment-for-lost-or-changed-sense-of-smell,/conditions/lost-or-changed-sense-of-smell/
Low blood pressure (hypotension),symptoms,"Low blood pressure does not always cause symptoms, but you may need treatment if it does.

Get your blood pressure checked if you keep getting symptoms such as:

- lightheadedness or dizziness
- feeling sick
- blurred vision
- generally feeling weak
- confusion
- fainting

This may mean your blood pressure is too low.

You may get symptoms when you stand up or suddenly change position. If you do, you may have postural hypotension. This is when blood pressure falls when you suddenly stand up from a lying or sitting position.",https://www2.hse.ie/conditions/low-blood-pressure-hypotension/#symptoms,/conditions/low-blood-pressure-hypotension/
Low blood pressure (hypotension),causes,"Your blood pressure can vary depending on the time of day. It gradually increases throughout the day. What you're doing and how you're feeling can also affect it.

There are many possible causes of low blood pressure. It may be because you're fit and healthy, or you may have inherited it - passed down from your parents.

Some people develop low blood pressure as they get older.

You can also develop it by:

- being pregnant
- having some medical conditions, such as diabetes
- having some types of medication

How to check your blood pressure
You can check your blood pressure:
- by asking if your pharmacist can do it
- by asking your practice nurse or GP to do it
- at home yourself using a home blood pressure monitor - talk to your GP about home monitors
Low blood pressure is a measurement of 90/60mmHg or lower.
The first number is the highest pressure when your heart beats and pumps blood around your body. The second number is the lowest pressure when your heart relaxes between beats.
See a GP if you have low blood pressure and keep getting symptoms such as dizziness.

You can check your blood pressure:

- by asking if your pharmacist can do it
- by asking your practice nurse or GP to do it
- at home yourself using a home blood pressure monitor - talk to your GP about home monitors

Low blood pressure is a measurement of 90/60mmHg or lower.

The first number is the highest pressure when your heart beats and pumps blood around your body. The second number is the lowest pressure when your heart relaxes between beats.

See a GP if you have low blood pressure and keep getting symptoms such as dizziness.",https://www2.hse.ie/conditions/low-blood-pressure-hypotension/#causes,/conditions/low-blood-pressure-hypotension/
Low blood pressure (hypotension),treatment,"Treatment for low blood pressure depends on the cause.

If your GP knows the cause, they can recommend treatment to ease your symptoms.

They may suggest:

- changing medication or altering your dose, if medication is the cause
- wearing support stockings – this can improve circulation and increase blood pressure

Medication to increase blood pressure is rarely needed. Simple lifestyle measures or treating the cause usually works.",https://www2.hse.ie/conditions/low-blood-pressure-hypotension/#treatment,/conditions/low-blood-pressure-hypotension/
Low blood pressure (hypotension),self-management,"How to ease low blood pressure symptoms yourself:

- Get up slowly from sitting to standing - do not sit or stand for long periods.
- Do not bend down or change posture suddenly.
- Take care when getting out of bed – move slowly from lying to sitting to standing.
- Raise the head of your bed by about 15cm (6 inches) with bricks or heavy books.
- Eat small, frequent meals – lying down or sitting still for a while after eating may also help.
- Increase the amount of water you drink.
- Do not drink caffeinated drinks at night or drink too much alcohol.",https://www2.hse.ie/conditions/low-blood-pressure-hypotension/#self-management,/conditions/low-blood-pressure-hypotension/
Lumps,most_lumps_are_normal,"Most people get lumps and growths on their skin at some point.

They can:

- be soft or hard to touch
- move around
- be the size of a pea or a golf ball
- be a lump under the skin or a growth that hangs off your skin

Many things can cause lumps.",https://www2.hse.ie/conditions/lumps/#most-lumps-are-normal,/conditions/lumps/
Lumps,causes,"There are lots of possible causes of lumps and growths.

Your symptoms might give you an idea of what’s causing it, but do not self-diagnose.

See a GP if you're worried or the lump is still there after 2 weeks.

Lumps anywhere on the body
Possible causes of lumps on your body include:
- skin tags – a small, fleshy growth on the skin
- lipomas – a soft, squashy lump that moves
- skin cysts – a hard lump that moves
- skin abscesses – a hard, painful lump with a high temperature

Possible causes of lumps on your body include:

- skin tags – a small, fleshy growth on the skin
- lipomas – a soft, squashy lump that moves
- skin cysts – a hard lump that moves
- skin abscesses – a hard, painful lump with a high temperature

Lumps on the armpit, neck or groin
Possible causes of lumps on your armpit, neck or groin include:
- swollen glands – swelling on the side of the neck, armpit or groin
- hernia – a lump in the groin
- goitre – a lump on the front of the neck
- genital warts – fleshy growths around the groin
- non-Hodgkin's lymphoma – swelling on the side of the neck, armpit or groin that does not go down

Possible causes of lumps on your armpit, neck or groin include:

- swollen glands – swelling on the side of the neck, armpit or groin
- hernia – a lump in the groin
- goitre – a lump on the front of the neck
- genital warts – fleshy growths around the groin
- non-Hodgkin's lymphoma – swelling on the side of the neck, armpit or groin that does not go down

Lumps around the bottom
Possible causes of lumps around the bottom include:
- piles – a lump or lumps around the bottom (anus), often with itching or pain
- rectal prolapse – a lump on the bottom (anus) and the need to do a poo

Possible causes of lumps around the bottom include:

- piles – a lump or lumps around the bottom (anus), often with itching or pain
- rectal prolapse – a lump on the bottom (anus) and the need to do a poo

Lump on the breast or testicle
There are a number of possible causes for lumps on the breast or on the testicles.
Contact your GP if you have a lump on your breast or testicle.

There are a number of possible causes for lumps on the breast or on the testicles.

Contact your GP if you have a lump on your breast or testicle.

Lump on the hands
Possible causes of lumps on the hands include:
- ganglion cysts – a smooth lump on the hand, wrist or finger
- warts – a rough growth on the hand or finger

Possible causes of lumps on the hands include:

- ganglion cysts – a smooth lump on the hand, wrist or finger
- warts – a rough growth on the hand or finger",https://www2.hse.ie/conditions/lumps/#causes-of-lumps,/conditions/lumps/
Lumps,what_happens_at_your_appointment,"Your GP will look at your lump. They may be able to tell you what's causing it.

If they're unsure, they might refer you to a hospital for tests. These can include a biopsy (where a very small sample of the lump is removed and tested) or an ultrasound scan.",https://www2.hse.ie/conditions/lumps/#what-happens-at-your-appointment,/conditions/lumps/
Lung cancer,types_of_lung_cancer,"Types of cancer that start in your lungs are:

- non-small-cell lung cancer
- small-cell lung cancer

Non-small-cell lung cancer
More than 4 in 5 cases of lung cancer are non-small-cell lung cancer.
The main types are:
- squamous cell carcinoma
- adenocarcinoma
- large-cell carcinoma

More than 4 in 5 cases of lung cancer are non-small-cell lung cancer.

The main types are:

- squamous cell carcinoma
- adenocarcinoma
- large-cell carcinoma

Small-cell lung cancer
Small-cell lung cancer is less common, but it spreads faster.

Small-cell lung cancer is less common, but it spreads faster.",https://www2.hse.ie/conditions/lung-cancer/#types-of-lung-cancer,/conditions/lung-cancer/
Lung cancer,whos_affected,"About 7 in 10 people diagnosed with lung cancer in Ireland are age 65 and older.

It's rare in people younger than 40.

Smoking is the main cause of lung cancer. 7 in 10 people who get lung cancer smoke or used to smoke. But you can get lung cancer even if you have never smoked.

Reduce your risk of getting lung cancer",https://www2.hse.ie/conditions/lung-cancer/#whos-affected,/conditions/lung-cancer/
Lung cancer,outlook,"Early diagnosis can make a big difference to how treatable your lung cancer is.

How long you may live depends on how far the cancer has spread at the time of diagnosis .

After they're diagnosed:

- 4 in 10 people with lung cancer live for at least 1 year
- 1 in 10 people live at least 10 years

Spot signs and symptoms of lung cancer",https://www2.hse.ie/conditions/lung-cancer/#outlook,/conditions/lung-cancer/
Lyme disease,symptoms,"Most people with early symptoms of Lyme disease develop a circular red rash around a tick bite.

The rash can appear up to 3 months after being bitten by a tick. Most rashes appear within the first 4 weeks. It usually lasts for several weeks.

Not everyone with Lyme disease gets the rash.",https://www2.hse.ie/conditions/lyme-disease/#symptoms-of-lyme-disease,/conditions/lyme-disease/
Lyme disease,most_tick_bites_are_harmless,Only a small number of ticks are infected with the bacteria that cause Lyme disease. A tick bite can only cause Lyme disease in humans if the tick has bitten an infected animal.,https://www2.hse.ie/conditions/lyme-disease/#most-tick-bites-are-harmless,/conditions/lyme-disease/
Lyme disease,how_to_remove_ticks,"Tick bites are not always painful. You may not notice a tick unless you see it on your skin.

Check your skin after being outdoors.

Also check your children for ticks, especially their head and hairline.

Pets can carry the ticks and need to be checked as well.

Use fine-tipped tweezers or a tick-removal tool. You can buy these from some pharmacies, vets and pet shops.

3 steps to removing a tick safely
- Grasp the tick as close to the skin as possible.
- Slowly pull upwards, taking care not to squeeze or crush the tick - dispose of it carefully.
- Clean the bite with antiseptic or soap and water.

- Grasp the tick as close to the skin as possible.
- Slowly pull upwards, taking care not to squeeze or crush the tick - dispose of it carefully.
- Clean the bite with antiseptic or soap and water.",https://www2.hse.ie/conditions/lyme-disease/#how-to-remove-ticks,/conditions/lyme-disease/
Lyme disease,when_to_see_a_gp,The risk of getting ill after a tick bite is low. But early treatment can prevent Lyme disease.,https://www2.hse.ie/conditions/lyme-disease/#when-to-see-a-gp,/conditions/lyme-disease/
Lyme disease,diagnosing_lyme_disease,"Lyme disease can be difficult to diagnose. It has similar symptoms to other conditions and there is not always an obvious rash.

Blood tests help confirm or rule out Lyme disease. But these tests are not always accurate in the early stages of the disease.

Sometimes you will need to have the blood test repeated.",https://www2.hse.ie/conditions/lyme-disease/#diagnosing-lyme-disease,/conditions/lyme-disease/
Lyme disease,treatment_of_lyme_disease,"Your GP will prescribe antibiotics if they think you have Lyme disease.

They may refer you to hospital if your symptoms are severe and you need antibiotics through a drip (intravenously).

Most people with Lyme disease get better after antibiotic treatment. It can take months for some people. But the symptoms should improve over time.",https://www2.hse.ie/conditions/lyme-disease/#treatment-of-lyme-disease,/conditions/lyme-disease/
Lyme disease,how_to_prevent_tick_bites,"To reduce the risk of being bitten:

- cover your skin while walking outdoors and tuck your trousers into your socks
- use insect repellent on your clothes and skin - products containing DEET are best
- stick to paths whenever possible
- wear light-coloured clothing so ticks are easier to spot and brush off",https://www2.hse.ie/conditions/lyme-disease/#how-to-prevent-tick-bites,/conditions/lyme-disease/
Lyme disease,ongoing_symptoms,"Some people who are diagnosed and treated for Lyme disease continue to have symptoms. For example, tiredness, aches and loss of energy. But this is rare.

It's not clear why this happens to some people and not others.

Talk to your GP if your symptoms come back after treatment with antibiotics or if they do not improve.",https://www2.hse.ie/conditions/lyme-disease/#ongoing-symptoms,/conditions/lyme-disease/
Overview and symptoms - Lymphoedema,symptoms,"The main symptom of lymphoedema is swelling in all or part of a limb (arm or leg). It can affect other parts of the body too.

At first, the swelling may come and go. It may get worse during the day and improve overnight. Without treatment, it usually becomes more severe and does not go away.

Other symptoms in an affected body part can include:

- an aching, heavy feeling
- problems moving the body part
- skin infections
- hard, tight skin
- folds in the skin
- wart-like growths on the skin
- fluid leaking through the skin

Your clothes, jewellery or watches may feel tight or uncomfortable.",https://www2.hse.ie/conditions/lymphoedema/#symptoms-of-lymphoedema,/conditions/lymphoedema/
Overview and symptoms - Lymphoedema,causes,"The cause of lymphoedema is usually a problem with the lymphatic system.

There are 2 main types of lymphoedema:

- primary lymphoedema - when a change in the genes affects the development of the lymphatic system
- secondary lymphoedema - when another problem affects the lymphatic system

Primary lymphoedema is rare. It can develop at birth, during adolescence or later in life. It usually happens in the legs.

Causes of secondary lymphoedema include:

- cancer treatment
- problems with blood vessels and blood flow
- lack of activity
- obesity

Causes of lymphoedema",https://www2.hse.ie/conditions/lymphoedema/#causes-of-lymphoedema,/conditions/lymphoedema/
Overview and symptoms - Lymphoedema,whos_affected_by_lymphoedema,"Around 20,000 people in Ireland are living with lymphoedema.

Primary lymphoedema is rare. It may affect around 1 in 6,000 people.

Secondary lymphoedema is more common. It may affect around 4 in 1,000 people. The cause of over half of these cases is problems with blood vessels and blood flow.

Secondary lymphoedema and cancer
The risk of lymphoedema depends on the type of cancer or cancer treatment.
Your treatment team will tell you if your cancer or cancer treatment could cause lymphoedema. They will tell you how to reduce your risk.
They will try to plan a treatment that avoids damage to your lymph nodes if possible. Lymph nodes are pea-sized lumps of tissue that contain white blood cells. They help remove bacteria, viruses and other causes of infection from your body.
Preventing lymphoedema

The risk of lymphoedema depends on the type of cancer or cancer treatment.

Your treatment team will tell you if your cancer or cancer treatment could cause lymphoedema. They will tell you how to reduce your risk.

They will try to plan a treatment that avoids damage to your lymph nodes if possible. Lymph nodes are pea-sized lumps of tissue that contain white blood cells. They help remove bacteria, viruses and other causes of infection from your body.

Preventing lymphoedema",https://www2.hse.ie/conditions/lymphoedema/#whos-affected-by-lymphoedema,/conditions/lymphoedema/
Overview and symptoms - Lymphoedema,diagnosing_lymphoedema,"Your GP can diagnose lymphoedema by:

- asking about your symptoms and medical history
- examining the affected limb and measuring it to see if it's enlarged

The GP may refer you to a specialist for further assessment.

You may need more tests to assess and track your condition.

Diagnosing lymphoedema",https://www2.hse.ie/conditions/lymphoedema/#diagnosing-lymphoedema,/conditions/lymphoedema/
Overview and symptoms - Lymphoedema,treating_lymphoedema,"There's no cure for lymphoedema. But treatment can reduce fluid build-up and improve the flow of fluid through the lymphatic system. This can improve your symptoms.

Treatment may include:

- wearing compression garments or bandages
- taking care of your skin
- moving and exercising often
- having a healthy diet and lifestyle
- using specialised massage techniques

Treating lymphoedema",https://www2.hse.ie/conditions/lymphoedema/#treating-lymphoedema,/conditions/lymphoedema/
Overview and symptoms - Lymphoedema,complications_of_lymphoedema,"Complications of lymphoedema include cellulitis, low mood or depression.

Cellulitis
The excess fluid in your tissues from lymphoedema increases your risk of infection.
Cellulitis is a bacterial infection of the dermis (deep layer of skin). Cellulitis can cause and be a complication of lymphoedema.
Symptoms of cellulitis can include:
- redness and a feeling of heat in the skin
- pain and increased swelling in the affected area
- a high temperature
- chills
The treatment for cellulitis is antibiotics.
In severe cases, you may need treatment in hospital. You will be given fluids and antibiotics intravenously (directly into a vein by injection).

The excess fluid in your tissues from lymphoedema increases your risk of infection.

Cellulitis is a bacterial infection of the dermis (deep layer of skin). Cellulitis can cause and be a complication of lymphoedema.

Symptoms of cellulitis can include:

- redness and a feeling of heat in the skin
- pain and increased swelling in the affected area
- a high temperature
- chills

The treatment for cellulitis is antibiotics.

In severe cases, you may need treatment in hospital. You will be given fluids and antibiotics intravenously (directly into a vein by injection).

Impact on your mental health
You may feel distressed, angry or low about the lymphoedema. These feelings may reduce over time as you manage your condition. But sometimes they can lead to depression .
If the negative feelings do not go away, contact your GP or your lymphoedema treatment team. They can refer you for counselling or prescribe treatment for depression.
Talking to other people with lymphoedema can also help reduce feelings of isolation, stress and anxiety.
Living Well is a free self-management programme for people with a long-term health condition. It provides workshops and resources to help you manage your condition better.
The Living Well programme

You may feel distressed, angry or low about the lymphoedema. These feelings may reduce over time as you manage your condition. But sometimes they can lead to depression .

If the negative feelings do not go away, contact your GP or your lymphoedema treatment team. They can refer you for counselling or prescribe treatment for depression.

Talking to other people with lymphoedema can also help reduce feelings of isolation, stress and anxiety.

Living Well is a free self-management programme for people with a long-term health condition. It provides workshops and resources to help you manage your condition better.

The Living Well programme",https://www2.hse.ie/conditions/lymphoedema/#complications-of-lymphoedema,/conditions/lymphoedema/
About - Lynch syndrome,who_can_get_lynch_syndrome,"Lynch syndrome is inherited - the gene change passes from parent to child.

You have a 1 in 2 chance of inheriting the gene change if a parent has Lynch syndrome.

If you have Lynch syndrome, there is also a 1 in 2 chance that you will pass the gene change to your children.

It's estimated that about 1 in 280 people worldwide have Lynch syndrome. But most people do not know they have it. It is diagnosed by having a genetic test .",https://www2.hse.ie/conditions/lynch-syndrome/#who-can-get-lynch-syndrome,/conditions/lynch-syndrome/
About - Lynch syndrome,lynch_syndrome_and_cancer_risk,"Everyone has some risk of getting cancer - 1 in 2 people will develop some type of cancer during their lifetime.

If you have Lynch syndrome you are more likely to get certain types of cancer. You are also more likely to get these cancers at a younger age or more than once.

The cancers you are at a higher risk of getting depends on:

- which gene is affected
- your family history of cancer
- your age and sex

Lynch syndrome can cause:

- bowel cancer
- endometrial cancer - the most common type of cancer of the womb (uterus)

You may also have a higher risk of cancer of the:

- ovary
- prostate
- small bowel
- stomach
- pancreas
- gall bladder or biliary duct
- kidney, urinary tract and bladder
- brain
- skin

Not everyone with Lynch syndrome will get cancer.

How to reduce your risk of cancer if you have Lynch syndrome

How certain gene changes increase your cancer risk
A cell with DNA damage can lead to a cancer. But some genes protect us from getting cancer by repairing our DNA if it is damaged.
If you inherit a change to one of the genes that causes Lynch syndrome the gene cannot repair the cells properly. This means DNA damage can build up and cause cancer.

A cell with DNA damage can lead to a cancer. But some genes protect us from getting cancer by repairing our DNA if it is damaged.

If you inherit a change to one of the genes that causes Lynch syndrome the gene cannot repair the cells properly. This means DNA damage can build up and cause cancer.",https://www2.hse.ie/conditions/lynch-syndrome/#lynch-syndrome-and-cancer-risk,/conditions/lynch-syndrome/
