chunk_id,condition_name,question,answer,section,source_url,source_path
molar_pregnancy::causes,Molar pregnancy,What causes molar pregnancy?,"It is not fully understood why molar pregnancies happen.

But, molar pregnancies are more common:

- in teenagers and women in their 40s
- in women from Asia
- if you have had a molar pregnancy in the past",causes,https://www2.hse.ie/conditions/molar-pregnancy/#causes,/conditions/molar-pregnancy/
molar_pregnancy::more_support,Molar pregnancy,What should I know about molar pregnancy and more support?,Molar pregnancy information and support - cumh.hse.ie,more_support,https://www2.hse.ie/conditions/molar-pregnancy/#more-support,/conditions/molar-pregnancy/
molar_pregnancy::persistent_trophoblastic_disease,Molar pregnancy,What should I know about molar pregnancy and persistent trophoblastic disease?,"This is when abnormal cells do not go away after a molar pregnancy. This can be serious, as these cells can behave like cancer cells if left untreated.

Treatment may include:

- an operation to empty your womb
- a type of chemotherapy to kill the abnormal cells - this will not cause sickness or hair loss
- a tablet called folinic acid

Over 99% of women will be completely cured after this type of treatment.",persistent_trophoblastic_disease,https://www2.hse.ie/conditions/molar-pregnancy/#persistent-trophoblastic-disease,/conditions/molar-pregnancy/
molar_pregnancy::recovery_after_a_molar_pregnancy,Molar pregnancy,What should I know about molar pregnancy and recovery after a molar pregnancy?,"In a small number of cases, some abnormal cells remain after treatment. These cells usually go away on their own, but not always.

Monitoring
Your hospital will monitor you for at least 6 months through blood or urine tests to see if you need further treatment.
If you have had a molar pregnancy you should be tested after any future birth or miscarriage to make sure there are no abnormal cells in your womb. If abnormal cells are not treated they can become dangerous to your health.

Your hospital will monitor you for at least 6 months through blood or urine tests to see if you need further treatment.

If you have had a molar pregnancy you should be tested after any future birth or miscarriage to make sure there are no abnormal cells in your womb. If abnormal cells are not treated they can become dangerous to your health.

Conceiving again
You can begin having sex as soon as you feel physically and emotionally ready. But you should not become pregnant again until your monitoring has finished. This is in case you need any further treatment.

You can begin having sex as soon as you feel physically and emotionally ready. But you should not become pregnant again until your monitoring has finished. This is in case you need any further treatment.

Contraception
You should use contraception until your obstetrician tells you it is safe to become pregnant again. Check with your obstetrician or GP which kinds of contraception are safe for you to use.
Types of contraception - sexualwellbeing.ie

You should use contraception until your obstetrician tells you it is safe to become pregnant again. Check with your obstetrician or GP which kinds of contraception are safe for you to use.

Types of contraception - sexualwellbeing.ie",recovery_after_a_molar_pregnancy,https://www2.hse.ie/conditions/molar-pregnancy/#recovery-after-a-molar-pregnancy,/conditions/molar-pregnancy/
molar_pregnancy::symptoms_and_diagnosis,Molar pregnancy,What should I know about molar pregnancy and symptoms and diagnosis?,"Symptoms may include:

- bleeding from the vagina
- severe morning sickness
- swelling of the lower part of the abdomen
- a larger-than-expected womb in early pregnancy - your GP may notice this when they examine you

All of these symptoms are relatively common in pregnancy and do not always mean something is wrong.

Many molar pregnancies have no symptoms and are picked up during a regular scan.

Molar pregnancies are diagnosed with an ultrasound scan and blood tests .",symptoms_and_diagnosis,https://www2.hse.ie/conditions/molar-pregnancy/#symptoms-and-diagnosis,/conditions/molar-pregnancy/
molar_pregnancy::types,Molar pregnancy,What should I know about molar pregnancy and types?,"There are 2 types of molar pregnancy:

- complete molar pregnancy - when there are abnormal cells in the womb and the baby never develops
- partial molar pregnancy - when an abnormal embryo begins to form, but will never develop into a healthy pregnancy",types,https://www2.hse.ie/conditions/molar-pregnancy/#types,/conditions/molar-pregnancy/
moles::how_to_protect_your_moles,Moles,What should I know about moles and how to protect your moles?,"Melanoma skin cancer cannot always be prevented. If you have lots of moles, you need to be extra careful in the sun. Getting sunburnt is the main risk for melanoma.

Ultraviolet (UV) light from the sun can increase the chance of a mole becoming cancerous.

Avoid getting sunburnt or going pink in the sun.

Things you can do to protect your moles during hot or sunny weather:",how_to_protect_your_moles,https://www2.hse.ie/conditions/moles/#how-to-protect-your-moles,/conditions/moles/
moles::moles_and_skin_cancer,Moles,What should I know about moles and moles and skin cancer?,"Some moles can be a sign of melanoma , a serious form of skin cancer. Half of cases are from a new mole and half from a changing mole.

It's important to be aware of changes to your moles and know the difference between a normal mole and a melanoma.

ABCDE of moles and checking your moles for changes
Check your moles regularly for:
- any changes
- a new mole - especially after your mid 30s
You can check your skin for changes by learning the ABCDE of moles. This can help you spot if a mole is cancerous.
Symptoms of melanoma and ABCDE of moles

Check your moles regularly for:

- any changes
- a new mole - especially after your mid 30s

You can check your skin for changes by learning the ABCDE of moles. This can help you spot if a mole is cancerous.

Symptoms of melanoma and ABCDE of moles",moles_and_skin_cancer,https://www2.hse.ie/conditions/moles/#moles-and-skin-cancer,/conditions/moles/
moles::treating_moles,Moles,What should I know about moles and treating moles?,"If your GP thinks it's melanoma, they will refer you to a specialist in hospital. You will get an urgent appointment.

The main treatment for melanoma is surgery to remove the mole.

Treatment for melanoma

Removing moles for cosmetic reasons
Most moles are harmless. Harmless moles are not usually treated by the HSE.
You may not like the look of a mole and want to remove it for cosmetic reasons. You can pay a private clinic to do this. Mole removal may be expensive. Your GP can give you advice about where to get it removed.

Most moles are harmless. Harmless moles are not usually treated by the HSE.

You may not like the look of a mole and want to remove it for cosmetic reasons. You can pay a private clinic to do this. Mole removal may be expensive. Your GP can give you advice about where to get it removed.",treating_moles,https://www2.hse.ie/conditions/moles/#treating-moles,/conditions/moles/
motion_sickness::causes,Motion sickness,What causes motion sickness?,"The cause of motion sickness is repeated movements when travelling. For example, going over bumps in a car or moving up and down in a boat.

The inner ear sends different signals to your brain from those your eyes are seeing. The confusing messages cause you to feel unwell.",causes,https://www2.hse.ie/conditions/motion-sickness/#causes-of-motion-sickness,/conditions/motion-sickness/
motion_sickness::a_pharmacist_can_help_with_motion_sickness,Motion sickness,What should I know about motion sickness and a pharmacist can help with motion sickness?,"You can buy remedies from pharmacies to prevent motion sickness, including:

- tablets – dissolvable tablets are available for children
- patches – can be used by adults and children over 10
- acupressure bands – these do not work for everyone

A pharmacist can recommend the best treatment for you or your child.",a_pharmacist_can_help_with_motion_sickness,https://www2.hse.ie/conditions/motion-sickness/#a-pharmacist-can-help-with-motion-sickness,/conditions/motion-sickness/
mouth_ulcers::treatment,Mouth ulcers,What is the treatment for mouth ulcers?,"Mouth ulcers need time to heal and there is no quick fix.

Avoiding things that irritate your mouth ulcer may help to:

- speed up the healing process
- reduce pain
- reduce the chance of it returning

There are things you can do to treat the ulcer, or stop the ulcer returning.",treatment,https://www2.hse.ie/conditions/mouth-ulcers/#treatment-for-mouth-ulcers,/conditions/mouth-ulcers/
mouth_ulcers::causes,Mouth ulcers,What causes mouth ulcers?,"Mouth ulcers can be caused by:

- biting the inside of your cheek
- badly fitting dentures, braces, rough fillings or a sharp tooth
- cuts or burns while eating or drinking - for example, hard food or hot drinks
- damaging your gums with a toothbrush or irritating toothpaste
- feeling tired , stressed or anxious

Sometimes the cause is something you cannot always control, such as:

- hormonal changes - such as during pregnancy
- your genes - some families get mouth ulcers more often
- a long-term condition - such as inflammatory bowel disease, coeliac disease or Behçet's disease
- a vitamin B12 deficiency or an iron deficiency
- medicines - including some anti-inflammatories or beta blockers",causes,https://www2.hse.ie/conditions/mouth-ulcers/#causes-of-mouth-ulcers,/conditions/mouth-ulcers/
mouth_ulcers::check_if_its_a_mouth_ulcer,Mouth ulcers,What should I know about mouth ulcers and check if its a mouth ulcer?,"Mouth ulcers are usually small, creamy-white and appear on the:

- inside of the mouth
- lips
- gums
- tongue

The most common type of mouth ulcers are known as canker sores (aphthous ulcers).",check_if_its_a_mouth_ulcer,https://www2.hse.ie/conditions/mouth-ulcers/#check-if-its-a-mouth-ulcer,/conditions/mouth-ulcers/
mouth_ulcers::sign_of_another_infection,Mouth ulcers,What should I know about mouth ulcers and sign of another infection?,"If you or your child have several mouth ulcers, this can be a symptom of:

- hand, foot and mouth disease - a contagious illness that also causes a rash on the hands and feet
- oral lichen planus - a condition that causes a white, lacy pattern inside the cheeks
- thrush infection - a fungal infection that can cause white blisters

Cold sores
Cold sores are different to mouth ulcers. Cold sores are white, painful blisters. They appear on the outside of the lip or around the mouth (not inside the mouth). They often begin with a tingling, itching or burning sensation.
Cold sores

Cold sores are different to mouth ulcers. Cold sores are white, painful blisters. They appear on the outside of the lip or around the mouth (not inside the mouth). They often begin with a tingling, itching or burning sensation.

Cold sores",sign_of_another_infection,https://www2.hse.ie/conditions/mouth-ulcers/#sign-of-another-infection,/conditions/mouth-ulcers/
mpox::symptoms,Mpox,What are the symptoms of mpox?,"It usually takes between 5 and 21 days for the first symptoms of mpox to appear.

The first symptoms may include:

- a high temperature (38.5 degrees Celsius or higher)
- headaches
- muscle aches or joint pains
- back ache
- swollen glands
- shivering (chills)
- exhaustion

A rash usually appears 1 to 5 days after the first symptoms.

It can appear on any part of your body including your:

- mouth
- palms of your hands
- soles of your feet
- genitals or bottom (anus)

You may also have pain or bleeding from your bottom (anus).

The rash starts as raised spots, which turn into sores (ulcers) or small blisters filled with fluid. The blisters eventually form scabs which later fall off.",symptoms,https://www2.hse.ie/conditions/mpox/#symptoms-of-mpox,/conditions/mpox/
mpox::treatment,Mpox,What is the treatment for mpox?,"Mpox treatment involves relieving the symptoms. There is no cure for mpox.

Mpox is usually mild. Most people get better without treatment. But if you have more severe symptoms or become unwell, you might need treatment in hospital.

Most people recover in 2 to 4 weeks.",treatment,https://www2.hse.ie/conditions/mpox/#treatment-for-mpox,/conditions/mpox/
mpox::how_you_get_mpox,Mpox,What should I know about mpox and how you get mpox?,"Mpox spreads from person to person through very close contact.

This can be through:

- sexual contact or other intimate contact (such as kissing or cuddling)
- touching clothing, bedding or towels used by someone with the mpox rash or scabs
- touching mpox blisters or scabs
- coughs or sneezes of a person with mpox when they're very close to you

Mpox may also spread from animals to people in areas where infected animals are found.

Anyone can get mpox. But you are more likely to get it if you are in close contact or live with someone who has mpox.

For example, you may be more at risk if you are the person’s partner or healthcare worker.

If you are identified as a close contact of someone who has mpox, you'll be contacted by healthcare professionals.",how_you_get_mpox,https://www2.hse.ie/conditions/mpox/#how-you-get-mpox,/conditions/mpox/
mpox::mpox_vaccine,Mpox,What should I know about mpox and mpox vaccine?,"Vaccination is recommended for people who may be at increased risk of mpox infection. For example, gay, bisexual or other men who have sex with men, sex workers and some healthcare workers.

You can book an appointment to get the mpox vaccine at:

St Vincent’s Hospital in Dublin 4 Phone: 01 221 5525 Email: mpoxvaccines@svhg.ie Mater Hospital in Dublin 7 Email: mpxvax@mater.ie

If you already attend a public sexual health clinic ask if you can get the vaccine there.",mpox_vaccine,https://www2.hse.ie/conditions/mpox/#mpox-vaccine,/conditions/mpox/
mpox::reduce_your_risk_of_getting_mpox,Mpox,What should I know about mpox and reduce your risk of getting mpox?,There are things you can do to reduce your risk of getting mpox.,reduce_your_risk_of_getting_mpox,https://www2.hse.ie/conditions/mpox/#reduce-your-risk-of-getting-mpox,/conditions/mpox/
mpox::what_to_do_if_you_have_mpox,Mpox,What should I know about mpox and what to do if you have mpox?,"If you have mpox, your healthcare professional will tell you how to manage your symptoms. They will also tell you where you will be cared for.

Most cases of clade II mpox can be managed at home.

If you are getting care at home, you will need to self-isolate. This is because the infection can be passed on through close contact. You may need to self-isolate for 2 to 4 weeks. Your healthcare professional will tell you when it’s safe to stop self-isolating.

Self-isolation and self-care if you have mpox",what_to_do_if_you_have_mpox,https://www2.hse.ie/conditions/mpox/#what-to-do-if-you-have-mpox,/conditions/mpox/
mumps::symptoms,Mumps,What are the symptoms of mumps?,"The most common symptom of mumps is painful swelling of the parotid glands. Parotid glands are salivary glands in the side of the face under the ears.

Your cheeks and jaw may be swollen.",symptoms,https://www2.hse.ie/conditions/mumps/#symptoms-of-mumps,/conditions/mumps/
mumps::treatment,Mumps,What is the treatment for mumps?,"There's no cure for mumps. The infection usually passes within 1 to 2 weeks.

But there are some things you can do to help relieve symptoms.

Treating mumps",treatment,https://www2.hse.ie/conditions/mumps/#treatment-for-mumps,/conditions/mumps/
mumps::complications,Mumps,What should I know about mumps and complications?,"Mumps usually passes without causing serious health issues. Complications (problems) are rare.

Complications include viral meningitis or swelling of the testicles.

Complications of mumps",complications,https://www2.hse.ie/conditions/mumps/#complications,/conditions/mumps/
mumps::how_mumps_spreads,Mumps,What should I know about mumps and how mumps spreads?,"Mumps spreads in the same way as colds and flu - through infected droplets of saliva. These droplets can be inhaled or picked up from surfaces and transferred into the mouth or nose.

You are usually infectious from 2 days before swelling starts until 5 days after swelling starts.

Prevent the spread of mumps",how_mumps_spreads,https://www2.hse.ie/conditions/mumps/#how-mumps-spreads,/conditions/mumps/
mumps::protecting_your_child_from_mumps,Mumps,What should I know about mumps and protecting your child from mumps?,"You can protect your child against mumps. Make sure they get the combined MMR vaccine for mumps, measles and rubella.

The MMR vaccine is part of the HSE childhood immunisation schedule .

Two doses of MMR vaccine is around 88% effective against mumps.",protecting_your_child_from_mumps,https://www2.hse.ie/conditions/mumps/#protecting-your-child-from-mumps,/conditions/mumps/
mumps::who_is_affected_by_mumps,Mumps,What should I know about mumps and who is affected by mumps?,"Most cases of mumps happen in children and young adults who did not get the MMR vaccine as part of their childhood vaccination schedule.

You can also get mumps if you did not have the infection in the past.

If you had mumps before, it is unlikely you will get it again.

The vaccine was introduced in Ireland in 1988. If you or your children missed out on the vaccine, you are more likely to get mumps.

Speak to your GP if you think you may need to get the MMR vaccine .",who_is_affected_by_mumps,https://www2.hse.ie/conditions/mumps/#who-is-affected-by-mumps,/conditions/mumps/
nail_problems::symptoms,Nail problems,What are the symptoms of nail problems?,"Check your symptoms below to find out what type of nail problem you may have.

Loose, brittle or damaged nails",symptoms,https://www2.hse.ie/conditions/nail-problems/#symptoms-of-nail-problems,/conditions/nail-problems/
nail_problems::treatment,Nail problems,What is the treatment for nail problems?,There are things you can do to help with common toenail and fingernail problems.,treatment,https://www2.hse.ie/conditions/nail-problems/#treatment-for-nail-problems,/conditions/nail-problems/
nail_problems::causes,Nail problems,What causes nail problems?,"Most damage to toenails and fingernails has a clear cause like:

- a fungal nail infection
- an injury
- biting your fingernails
- staining your nails, for example, by smoking or putting on a lot of nail varnish
- not cutting your nails often enough, or cutting them at an angle
- your hands often being in water or cleaning products

Nail problems can sometimes be a symptom of:

- nail psoriasis
- iron deficiency anaemia",causes,https://www2.hse.ie/conditions/nail-problems/#causes-of-nail-problems,/conditions/nail-problems/
nappy_rash::causes,Nappy rash,What causes nappy rash?,"Nappy rash can happen when:

- your baby is left too long in a dirty or wet nappy
- a rough nappy rubs against your baby
- your baby has a thrush infection
- their skin is sensitive to a soap, bath product or detergent like washing powder
- you use baby wipes that contain alcohol
- your baby is teething
- your baby or toddler has recently been on antibiotics",causes,https://www2.hse.ie/conditions/nappy-rash/#causes-of-nappy-rash,/conditions/nappy-rash/
nappy_rash::healing_nappy_rash,Nappy rash,What should I know about nappy rash and healing nappy rash?,"Always wash your hands before and after changing your baby’s nappy. Use cotton wool and water to clean your baby’s skin. Try not to use baby wipes until your baby is 2 to 4 weeks old.

Gently wash your baby’s bottom and pat it dry at each nappy change. Leave off the nappy for half an hour and expose the skin to fresh air, as much as possible.

Add a thin layer of protective barrier cream. Your pharmacist, public health nurse or GP can recommend one.

Do not use bubble baths, talcum powder or any scented products on your baby. Sometimes it can be helpful to give your baby their evening fluids early. This means the nappy may not be as wet overnight.

Never apply raw egg or any other food directly to broken skin.

Talk to your GP if your baby continues to be distressed and their nappy rash is not improving with treatment.",healing_nappy_rash,https://www2.hse.ie/conditions/nappy-rash/#healing-nappy-rash,/conditions/nappy-rash/
nappy_rash::how_often_to_change_nappies,Nappy rash,What should I know about nappy rash and how often to change nappies?,"How often you change your baby's nappy will depend on their age. Young babies may need changing up to 10 or 12 times a day. Older babies need to be changed around 6 to 8 times.

Change them after every feed, and as soon as possible after they have done a poo. There is no need to wake them up to change their nappy if they are asleep.

How to change a nappy",how_often_to_change_nappies,https://www2.hse.ie/conditions/nappy-rash/#how-often-to-change-nappies,/conditions/nappy-rash/
nasal_polyps::symptoms,Nasal polyps,What are the symptoms of nasal polyps?,"The main symptoms include:

- a blocked or runny nose
- a feeling that mucus is slowly dripping down the back of your throat (postnasal drip)
- a reduced sense of taste
- a reduced sense of smell
- nosebleeds
- snoring

Nasal polyps can sometimes feel like a cold . But colds often clear up within a few days. Nasal polyps do not get better unless they're treated.

If your polyps block your sinuses (the air pockets around your nose), you may also have symptoms of sinusitis .",symptoms,https://www2.hse.ie/conditions/nasal-polyps/#symptoms-of-nasal-polyps,/conditions/nasal-polyps/
nasal_polyps::treatment,Nasal polyps,What is the treatment for nasal polyps?,"A GP can usually tell if you have nasal polyps by looking inside your nose.

If you have nasal polyps, they may prescribe steroid nose drops or a spray to shrink the polyps.

They may prescribe steroid tablets for up to 2 weeks if:

- your polyps are large
- nose drops and sprays did not work

Follow the advice of your GP about how to use your medicine and how long to take it for.

A pharmacist can help with nasal polyps
After seeing your GP, a pharmacist can recommend:
- steroid nasal sprays that do not need a GP prescription
- salt water washes (called a saline rinse or nasal douche) to help unblock your nose

After seeing your GP, a pharmacist can recommend:

- steroid nasal sprays that do not need a GP prescription
- salt water washes (called a saline rinse or nasal douche) to help unblock your nose",treatment,https://www2.hse.ie/conditions/nasal-polyps/#treatment-for-nasal-polyps,/conditions/nasal-polyps/
nasal_polyps::causes,Nasal polyps,What causes nasal polyps?,"It's not clear what causes nasal polyps.

Certain things can increase your risk of getting nasal polyps, such as:

- asthma
- a bad reaction to taking aspirin

Nasal polyps are rare in children.",causes,https://www2.hse.ie/conditions/nasal-polyps/#causes-of-nasal-polyps,/conditions/nasal-polyps/
neck_pain::causes,Neck pain,What causes neck pain?,"The most common causes of neck pain are:

- the neck becoming locked in an awkward position while sleeping
- bad posture - for example, when sitting at a desk for a long time
- a pinched nerve
- an injury - for example, whiplash from a traffic incident or fall",causes,https://www2.hse.ie/conditions/neck-pain/#causes-of-neck-pain,/conditions/neck-pain/
necrotising_fasciitis::symptoms,Necrotising fasciitis,What are the symptoms of necrotising fasciitis?,"Symptoms can develop quickly within hours or over a few days.

Early symptoms may include:

- pain that seems much worse than you would expect from a cut or wound
- loss of feeling near a cut or wound
- swollen skin around the cut or wound
- flu-like symptoms , such as a high temperature of 38 degrees Celsius and above
- headache and tiredness

Later symptoms can include:

- getting sick (vomiting)
- diarrhoea
- confusion
- black, purple or grey blotches and blisters on your skin (these may be less obvious on black or brown skin)",symptoms,https://www2.hse.ie/conditions/necrotising-fasciitis/#symptoms-of-necrotising-fasciitis,/conditions/necrotising-fasciitis/
necrotising_fasciitis::treatment,Necrotising fasciitis,What is the treatment for necrotising fasciitis?,"Necrotising fasciitis gets worse quickly and you can die from it. You must get treatment in a hospital as soon as possible.

Treatment usually includes:

- antibiotics
- surgery to remove the affected area

Even after successful treatment, there may be long-term changes to the affected part of your body. Sometimes amputation is needed.

You may need more surgery and physiotherapy to help you recover.",treatment,https://www2.hse.ie/conditions/necrotising-fasciitis/#treatment-for-necrotising-fasciitis,/conditions/necrotising-fasciitis/
necrotising_fasciitis::causes,Necrotising fasciitis,What causes necrotising fasciitis?,"You can get necrotising fasciitis if a cut or wound gets infected.

The infection may get into the body through:

- cuts and scratches
- burns and scalds
- insect or animal bites
- surgery
- injecting drugs",causes,https://www2.hse.ie/conditions/necrotising-fasciitis/#causes-of-necrotising-fasciitis,/conditions/necrotising-fasciitis/
night_sweats::causes,Night sweats,What causes night sweats?,"The most common reasons for night sweats are:

- menopause symptoms ( hot flushes )
- anxiety
- medicines - some antidepressants , steroids and painkillers
- hypoglycaemia (low blood sugar)
- alcohol or drug use
- hyperhidrosis - a harmless condition that makes you sweat too much

Sometimes the cause of night sweats is unknown.

Hypoglycaemia in type 1 diabetes

Hypoglycaemia in type 2 diabetes",causes,https://www2.hse.ie/conditions/night-sweats/#causes-of-night-sweats,/conditions/night-sweats/
night_sweats::treating_night_sweats,Night sweats,What should I know about night sweats and treating night sweats?,"If you have night sweats, you will not usually need treatment. But your GP will want to check if you have any other symptoms.

If you're taking medicine and your GP thinks it might cause your night sweats, they may prescribe a different one.",treating_night_sweats,https://www2.hse.ie/conditions/night-sweats/#treating-night-sweats,/conditions/night-sweats/
nightmares_and_night_terrors_in_adults::night_terrors_in_adults,Nightmares and night terrors in adults,What should I know about nightmares and night terrors in adults and night terrors in adults?,"Night terrors are not the same as nightmares.

People around you may notice that you:

- scream or shout
- kick or move around in panic
- jump out of bed

Your eyes will be open, but you're not fully awake.

Night terrors:

- usually happen in the early part of the night
- can continue for up to 15 minutes
- can happen more than once during the night

It's rare to remember having a night terror.

Causes of night terrors in adults
Night terrors in adults are often linked to stress or trauma.
Sometimes a condition that affects sleep can trigger night terrors, for example:
- obstructive sleep apnoea
- restless legs syndrome
- migraines
Night terrors are more common if you have a family history of night terrors or sleepwalking .

Night terrors in adults are often linked to stress or trauma.

Sometimes a condition that affects sleep can trigger night terrors, for example:

- obstructive sleep apnoea
- restless legs syndrome
- migraines

Night terrors are more common if you have a family history of night terrors or sleepwalking .",night_terrors_in_adults,https://www2.hse.ie/conditions/nightmares-and-night-terrors-in-adults/#night-terrors-in-adults,/conditions/nightmares-and-night-terrors-in-adults/
nightmares_and_night_terrors_in_adults::nightmares_in_adults,Nightmares and night terrors in adults,What should I know about nightmares and night terrors in adults and nightmares in adults?,"Causes of nightmares include:

- stress
- trauma
- a mental health condition, such as post-traumatic stress disorder (PTSD)
- certain types of medicine, such as antidepressants

Nightmares do not usually cause any physical harm. But they can be disturbing or upsetting. They can also stop you from getting a good night's sleep.",nightmares_in_adults,https://www2.hse.ie/conditions/nightmares-and-night-terrors-in-adults/#nightmares-in-adults,/conditions/nightmares-and-night-terrors-in-adults/
nightmares_and_night_terrors_in_adults::when_to_see_your_gp,Nightmares and night terrors in adults,What should I know about nightmares and night terrors in adults and when to see your gp?,"Nightmares or night terrors are sometimes linked to trauma. Your GP may recommend psychological treatment, such as counselling.",when_to_see_your_gp,https://www2.hse.ie/conditions/nightmares-and-night-terrors-in-adults/#when-to-see-your-gp,/conditions/nightmares-and-night-terrors-in-adults/
noise_sensitivity_hyperacusis::treatment,Noise sensitivity (hyperacusis),What is the treatment for noise sensitivity (hyperacusis)?,"Hyperacusis can be cured if it's caused by another condition, such as a migraine, head injury or Lyme disease.

If there's no clear cause, you may be offered treatment to help make you less sensitive to everyday sounds.

This could be:

- sound therapy to get you used to everyday sounds again - this may involve wearing earpieces that make white noise
- cognitive behavioural therapy (CBT) to change the way you think about your hyperacusis and reduce anxiety

You can try to ease hyperacusis yourself by doing some relaxation techniques .

Do not use earplugs or earmuffs unless you really need to. You should not avoid noisy situations as this will make you even more sensitive to noise.",treatment,https://www2.hse.ie/conditions/noise-sensitivity-hyperacusis/#treatment-for-hyperacusis,/conditions/noise-sensitivity-hyperacusis/
noise_sensitivity_hyperacusis::causes,Noise sensitivity (hyperacusis),What causes noise sensitivity (hyperacusis)?,"The cause of hyperacusis is unclear.

It can appear on its own or with other conditions, such as:

- tinnitus
- a head injury
- Ménière's disease
- Lyme disease
- migraines
- Williams syndrome",causes,https://www2.hse.ie/conditions/noise-sensitivity-hyperacusis/#causes-of-hyperacusis,/conditions/noise-sensitivity-hyperacusis/
noise_sensitivity_hyperacusis::check_if_you_have_hyperacusis,Noise sensitivity (hyperacusis),What should I know about noise sensitivity (hyperacusis) and check if you have hyperacusis?,"You may have hyperacusis if some everyday sounds seem much louder than they should. It can sometimes be painful.

You may be affected by sounds like:

- jingling coins
- a barking dog
- a car engine
- someone chewing
- a vacuum cleaner

Your sensitivity to noise can affect relationships, school or work and your general wellbeing.

Hyperacusis can affect 1 or both ears. It can come on suddenly or develop over time.

Contact your GP if everyday noises seem too loud. They may refer you to a hearing specialist for further tests and treatment.",check_if_you_have_hyperacusis,https://www2.hse.ie/conditions/noise-sensitivity-hyperacusis/#check-if-you-have-hyperacusis,/conditions/noise-sensitivity-hyperacusis/
noise_sensitivity_hyperacusis::other_types_of_hearing_sensitivity,Noise sensitivity (hyperacusis),What should I know about noise sensitivity (hyperacusis) and other types of hearing sensitivity?,"You may have:

- misophonia - if some sounds make you angry
- phonophobia - if some sounds make you anxious
- recruitment - if your ears have trouble adjusting between quiet and loud sounds",other_types_of_hearing_sensitivity,https://www2.hse.ie/conditions/noise-sensitivity-hyperacusis/#other-types-of-hearing-sensitivity,/conditions/noise-sensitivity-hyperacusis/
norovirus::symptoms,Norovirus,What are the symptoms of norovirus?,"You're likely to have norovirus if you:

- feel sick (nausea)
- get sick (vomit)
- have diarrhoea

Some people also have:

- a slight fever
- headaches
- painful stomach cramps
- aching limbs

The symptoms start 1 to 2 days after you become infected and last for up to 2 or 3 days.",symptoms,https://www2.hse.ie/conditions/norovirus/#symptoms-of-norovirus,/conditions/norovirus/
norovirus::treatment,Norovirus,What is the treatment for norovirus?,"The best thing to do is to stay at home until you're feeling better. There's no cure for norovirus, so you have to let it run its course.

Antibiotics will not help because it's caused by a virus.

You do not usually need to get medical advice unless there's a risk of a more serious problem.

It's important not to become dehydrated if you have a chronic medical condition such as diabetes.

How to treat diarrhoea and vomiting",treatment,https://www2.hse.ie/conditions/norovirus/#treatment-for-norovirus,/conditions/norovirus/
norovirus::prevention,Norovirus,How can norovirus be prevented?,"It's not always possible to avoid getting norovirus. But following the advice below can help stop the virus spreading.

- Stay off work or school until at least 48 hours after the symptoms have passed - you should also avoid visiting anyone in hospital during this time.
- Wash your hands frequently and thoroughly with soap and water - do not rely on alcohol hand gels, as they do not kill the virus.
- Disinfect any surfaces or objects that could be contaminated - use a bleach-based household cleaner.
- Wash clothing or bedding that could have become contaminated separately on a hot wash to ensure the virus is killed.
- Do not share towels and flannels.
- Flush away any infected poo or vomit in the toilet and clean the surrounding area.
- Avoid eating raw, unwashed produce.

How to clean your hands

Common illnesses",prevention,https://www2.hse.ie/conditions/norovirus/#preventing-norovirus,/conditions/norovirus/
norovirus::how_norovirus_is_spread,Norovirus,What should I know about norovirus and how norovirus is spread?,"Norovirus spreads very easily in public places such as hospitals, nursing homes and schools.

You can catch it if small particles of vomit or poo from an infected person get into your mouth.

This can happen through:

- close contact with someone with norovirus - you inhale tiny droplets that contain the virus
- touching contaminated surfaces or objects - the virus can survive outside the body for several days
- eating contaminated food - this can happen if an infected person does not wash their hands before handling food

You are most infectious from when your symptoms start until 48 hours after all your symptoms have disappeared. You may also be infectious for a short time before and after this.

You can get norovirus more than once as the virus is always changing (mutating). Because of this, your body cannot build up long-term resistance to it.",how_norovirus_is_spread,https://www2.hse.ie/conditions/norovirus/#how-norovirus-is-spread,/conditions/norovirus/
nosebleed::causes,Nosebleed,What causes nosebleed?,"The inside of your nose is delicate and nosebleeds happen when it's damaged.

This can be caused by:

- picking your nose
- blowing your nose too hard
- the inside of your nose being too dry because the air temperature has changed

Nosebleeds that need medical attention can come from deeper inside the nose. These usually affect adults.

They can be caused by:

- an injury to your nose
- conditions that affect the blood vessels or how the blood clots - such as high blood pressure, atherosclerosis, or hereditary haemorrhagic telangiectasia (HHT).
- certain medicines, like warfarin

Sometimes the cause of a nosebleed is unknown.

Certain people are more prone to getting nosebleeds, including:

- children
- elderly people
- pregnant women",causes,https://www2.hse.ie/conditions/nosebleed/#causes-of-a-nosebleed,/conditions/nosebleed/
nosebleed::how_to_stop_a_nosebleed,Nosebleed,What should I know about nosebleed and how to stop a nosebleed?,"Do not lie down if you have a nosebleed.

To help stop a nosebleed:

- lean forward
- pinch the soft part of your nose just above your nostrils for 10 to 15 minutes
- breathe through your mouth

Placing an ice pack or a bag of frozen vegetables wrapped in a tea towel to your neck or nose or chewing ice may also help reduce the bleeding from your nose.",how_to_stop_a_nosebleed,https://www2.hse.ie/conditions/nosebleed/#how-to-stop-a-nosebleed,/conditions/nosebleed/
